species_name,value_usd,share_pct
giant baboon spider,5919.81,1.933304983608577e-05
"curly-hair tarantula, tarantula de pelo crespo, tarantule frisée",5919.81,1.933304983608577e-05
brazilian black,5919.81,1.933304983608577e-05
"pemphis, shrubby coral pemphis, small-leaved mangrove, mentigi, mentigi laut, kabantigi, bonsai santigi",5613.48,1.8332630370547495e-05
burchell's zebra,5509.62,1.7993442025655365e-05
"red fox, zorro rojo, renard roux",4937.08,1.612362790102087e-05
"blue-rumped parrotlet, mexican parrotlet, cotorrita mexicana, periquito mexicano, toui du mexique",4913.04,1.6045117523481808e-05
orangutans,4875.0,1.5920885628241133e-05
"serval, chat-tigre, serval",4847.7909,1.5832025532005773e-05
"leopard cat, gato bengalí, gato de bengala, gato leopardo chino, chat de chine, chat-léopard de chine, chat-léopard du bengale",4845.723,1.5825272137258974e-05
"giant brazilian otter, giant otter, arirai, lobito de cola ancha, lobo del río, lobo de río grande, lobo gargantilla, nutria brasileña, nutria gigante, perro de agua, loutre géante du brésil",4783.05,1.5620593231622306e-05
"red-rumped parrot, perico dorsirrojo, perruche à croupion rouge, perruche à dos rouge",4679.89,1.5283690962615262e-05
"green turtle, tortuga blanca, tortuga verde, tortue comestible, tortue franche, tortue verte",4589.51615,1.4988545992433966e-05
waterbuck,4459.964,1.4565451641040583e-05
"bushman's tea, khat, qat",4424.59,1.4449926429099371e-05
grant's gazelle,4185.908,1.36704333370953e-05
sumatran orangutan,4072.24,1.3299213803230497e-05
kirk's dik-dik,3988.9919999999997,1.3027340595685918e-05
"galapagos giant tortoise, tortuga de las galápagos, tortuga gigante de las galápagos, tortue éléphantine, tortue géante des galapagos",3900.0,1.2736708502592906e-05
"ring-necked parakeet, rose-ringed parakeet, cotorra de kramer, loro rabudo collar, periquito de collar africano, perruche à collier",3855.76046,1.2592230008934239e-05
"meerkat, suricate",3835.0,1.2524430027549691e-05
"breadfruit, jack-fruit",3817.4826000000003,1.2467221305107814e-05
"american black bear, oso negro americano, baribal, ours noir américain",3800.0,1.2410126233295652e-05
koki,3699.4399999999996,1.208171510329033e-05
